AQW00061705       11343C
USC00417232        6046R
USC00417262        7449S
USC00417300        6142R
USC00417327        5912S
USC00417336        5437R
USC00417388        6063Q
USC00417458        8165S
USC00417481        6316R
USC00417497        6742R
USC00417530        7350R
USC00417533        7430R
USC00417550        6372Q
USC00417588        6102Q
USC00417622        8192R
USC00417624        7216Q
USC00417633        5796R
USC00417669        6030R
USC00417677        7945S
USC00417704        8024R
USC00417706        5936R
USC00417743        5675S
USC00417782        5852S
USC00417841        6026R
USC00417920        5479R
USC00417936        6388S
USC00417944        5996Q
USC00417947        6964R
USC00417951        6259Q
USC00417981        8000Q
USC00417983        6924R
USC00417992        6454R
USC00417994        6061R
USC00418022        6156R
USC00418040        5142R
USC00418059        8370R
USC00418081        7747Q
USC00418160        6915R
USC00418169        7083R
USC00418201        5365S
USC00418221        5764R
USC00418236        4864S
USC00418252        6585R
USC00418274        5645S
USC00418305        5287R
USC00418323        4716S
USC00418354        7688R
USC00418415        6846R
USC00418433        5680R
USC00418446        6663R
USC00418449        6154R
USC00418487        8751R
USC00418523        5216R
USC00418566        5361R
USC00418583        5917R
USC00418630        5811R
USC00418646        6549R
USC00418692        4246S
USC00418714        7240R
USC00418728        7637R
USC00418743        5684S
USC00418818        5308R
USC00418861        6592R
USC00418862        6517Q
USC00418910        6280R
USC00418924        7105Q
USC00418926        6176R
USC00418942        5871S
USC00418996        7049S
USC00419014        5758R
USC00419016        5771R
USC00419031        7475R
USC00419068        6172R
USC00419088        5714S
USC00419101        6472R
USC00419163        5698R
USC00419175        4692S
USC00419191        5314S
USC00419207        6225R
USC00419268        7101R
USC00419270        5412R
USC00419295        5562R
USC00419330        4279R
USC00419346        5711R
USC00419361        7269R
USC00419367        7592R
USC00419380        4591Q
USC00419417        6504R
USC00419480        6630Q
USC00419491        6590R
USC00419499        5926S
USC00419522        6060S
USC00419532        5702R
USC00419559        7700R
USC00419565        5612S
USC00419588        8426R
USC00419711        5449R
USC00419715        6297S
USC00419754        6596Q
USC00419800        6003S
USC00419847        5934S
USC00419916        5861R
USC00419952        7007R
USC00419976        8126R
USC00420050        3029R
USC00420061        3171S
USC00420072        1265S
USC00420074        2463S
USC00420086        2705S
USC00420168        2640R
USC00420336        4611R
USC00420487        2590Q
USC00420490        3510R
USC00420527        2558R
USC00420688        4526R
USC00420730        3544C
USC00420738        3628S
USC00420757         584R
USC00420788        4235S
USC00420802        3236R
USC00420820        3342S
USC00420849        2877S
USC00420900        1138P
USC00420928        3087S
USC00421008        2185S
USC00421020        4802R
USC00421144        3178S
USC00421162        3538Q
USC00421163        3751S
USC00421168        3987S
USC00421171        3732S
USC00421214        3192S
USC00421241        4011R
USC00421259        3429Q
USC00421260        3038R
USC00421308        2820S
USC00421432        3240R
USC00421446        3010Q
USC00421590        1734R
USC00421731        3149R
USC00421759        3589S
USC00421918        3003R
USC00422057        2530S
USC00422101        3502R
USC00422150        4048R
USC00422173        3284R
USC00422235        3965R
USC00422253        2873S
USC00422257        3577S
USC00422385        2673C
USC00422418        3391R
USC00422424        1313R
USC00422558        3256Q
USC00422561        3358R
USC00422578        2731R
USC00422592        3439S
USC00422607        3570S
USC00422696        3016S
USC00422702        2312Q
USC00422726        3389R
USC00422798        3152C
USC00422828        3308S
USC00422852        3726R
USC00422864        2663S
USC00422996        3104R
USC00423012        2935R
USC00423097        3809R
USC00423254        3642Q
USC00423348        3344R
USC00423418        4131R
USC00423486        2626S
USC00423600        3236R
USC00423809        3140S
USC00423896        2294R
USC00423980        5229R
USC00424100        3713S
USC00424135        2776S
USC00424174        3168S
USC00424321        3049Q
USC00424342        3213S
USC00424362        3237S
USC00424467        2653R
USC00424508        3937C
USC00424527        3785R
USC00424748        3345R
USC00424755        3265R
USC00424764        2635R
USC00424856        2151S
USC00424947        2709R
USC00424968        5230R
USC00425065        3301R
USC00425138        3314R
USC00425148        2499R
USC00425182        2808S
USC00425186        2907S
USC00425194        2720S
USC00425252        4800R
USC00425268        2671R
USC00425377        2311R
USC00425402        2964R
USC00425477        3186S
USC00425582        4540S
USC00425733        4408R
USC00425805        2632S
USC00425826        2891S
USC00425837        2908R
USC00425892        2769R
USC00425969        3128S
USC00426053        3201S
USC00426123        2735S
USC00426135        3249R
USC00426181        3358S
USC00426357        3616S
USC00426404        3483R
USC00426414        3477R
USC00426455        3556R
USC00426534        3474S
USC00426538        3571R
USC00426568        3479S
USC00426601        2600R
USC00426640        4177Q
USC00426644        2286R
USC00426686        3102R
USC00426708        3465S
USC00426869        2464S
USC00426919        3466S
USC00427064        3643S
USC00427165        2061R
USC00427260        3260S
USC00427271        2818S
USC00427395        3230S
USC00427408        2691R
USC00427516        5615R
USC00427557        3425R
USC00427559        2003R
USC00427606        3835R
USC00427655        3547R
USC00427686        3260R
USC00427714        3276R
USC00427729        1572R
USC00427800        3250R
USC00427846        1218S
USC00427909        2483R
USC00427931        2961R
USC00428119        3484S
USC00428465        2151R
USC00428476        3276Q
USC00428478        2858R
USC00428668        2826R
USC00428705        3788R
USC00428733        2945R
USC00428771        3681S
USC00428817        3232R
USC00428828        2901R
USC00428847        2875R
USC00428973        3086R
USC00428978        3392R
USC00429133        2866S
USC00429136        4051S
USC00429152        3801R
USC00429165        2797S
USC00429368        3181Q
USC00429595        2216S
USC00429717        5251S
USC00430277        2294R
USC00430499        2688R
USC00430942        1807Q
USC00431243        2488S
USC00431360        2198R
USC00431363        1987R
USC00431565        1979Q
USC00431580        2592R
USC00431705        2421Q
USC00432314        2152Q
USC00432698        2007R
USC00432769        2629R
USC00432773        2366Q
USC00432843        2641R
USC00433400        2373Q
USC00433769        2231Q
USC00434120        2024R
USC00434189        1748R
USC00435273        2644Q
USC00435376        2121R
USC00435416        1032C
USC00435542        2204S
USC00435733        2309R
USC00435740        1995R
USC00435982        2590Q
USC00436391        2396R
USC00436500        2383R
USC00436761        2251R
USC00436893        2364S
USC00436995        2507S
USC00437032        2446R
USC00437098        2877R
USC00437607        2634C
USC00437612        2097R
USC00438160        2315R
USC00438169        1873Q
USC00438172        2022R
USC00438600        2976R
USC00438815        2291R
USC00439099        2182R
USC00439984        2523R
USC00439988        2102Q
USC00440021        3834R
USC00440187        4520R
USC00440188        4339Q
USC00440243        4210R
USC00440327        4459S
USC00440385        4983R
USC00440551        4166R
USC00440720        2425R
USC00440735        4096R
USC00440766        3382S
USC00440792        3275R
USC00440860        3799R
USC00440982        3645R
USC00440993        4682R
USC00441082        3553R
USC00441121        4496R
USC00441209        2749S
USC00441322        4428S
USC00441585        4358R
USC00441593        4365S
USC00441606        4641S
USC00441614        4091S
USC00441692        3572R
USC00441746        4820Q
USC00441825        3553R
USC00441913        4806R
USC00441986        3693Q
USC00442009        4262S
USC00442044        4047S
USC00442142        4414R
USC00442208        3557S
USC00442245        4688R
USC00442400        4618Q
USC00442635        4598Q
USC00442663        3621R
USC00442790        4811S
USC00442941        4415S
USC00443071        3321R
USC00443192        4277R
USC00443204        4337R
USC00443229        3932R
USC00443267        3347R
USC00443272        3205Q
USC00443310        3485S
USC00443565        4457Q
USC00443640        3780R
USC00443713        5262Q
USC00444044        4970S
USC00444101        5300S
USC00444128        3296R
USC00444414        4998S
USC00444600        4571R
USC00444768        4663R
USC00444777        3679R
USC00444876        4135S
USC00444909        3720S
USC00445050        4461R
USC00445096        4042R
USC00445117        4008R
USC00445150        4099Q
USC00445204        4240Q
USC00445300        4225R
USC00445338        4592R
USC00445595        2777R
USC00445700        3852R
USC00445828        2465R
USC00445851        3561S
USC00445880        2835R
USC00446125        3365Q
USC00446147        5006Q
USC00446161        4511Q
USC00446475        4648S
USC00446491        3905R
USC00446626        4009R
USC00446656        4770Q
USC00446692        4263R
USC00446712        4144S
USC00446955        3624C
USC00446999        3448Q
USC00447130        4099Q
USC00447174        3602R
USC00447278        4181R
USC00447338        4085R
USC00447506        3835R
USC00447541        4507Q
USC00447904        4080Q
USC00447925        4460S
USC00447985        3915R
USC00448022        3480S
USC00448046        3529R
USC00448062        3698S
USC00448084        3918S
USC00448129        4830R
USC00448170        4333R
USC00448192        4862R
USC00448323        4778R
USC00448600        4317C
USC00448737        3777R
USC00448800        4720S
USC00448829        4949S
USC00448837        4647Q
USC00448888        3989R
USC00448894        4754S
USC00448941        3696Q
USC00449025        4842S
USC00449151        4686S
USC00449181        3754S
USC00449186        3664S
USC00449215        3485S
USC00449263        3611S
USC00449301        3359R
USC00450008        1908S
USC00450013        1795R
USC00450176        2146S
USC00450217        2082R
USC00450456        2190S
